P2.K,V(B),I(I_B.nA),
0.28,0.7020255694563557,0.000034909358585517806,
0.281,0.7021360744608934,0.0000350578003245617,
0.282,0.7022461217526217,0.000035206246033455356,
0.283,0.7023557151499167,0.00003535469568292998,
0.284,0.7024648584237411,0.00003550314924419097,
0.285,0.7025735552984256,0.00003565160668891,
0.286,0.7026818094524315,0.000035800067989217544,
0.287,0.7027896245191015,0.000035948533117695194,
0.288,0.7028970040873918,0.000036097002047368504,
0.289,0.7030039517025912,0.00003624547475169964,
0.29,0.7031104708670258,0.0000363939512045805,
0.291,0.7032165650407491,0.00003654243138032564,
0.292,0.7033222376422181,0.000036690915253665686,
0.293,0.7034274920489563,0.000036839402799740533,
0.294,0.7035323315982036,0.00003698789399409299,
0.295,0.7036367595875536,0.00003713638881266232,
0.296,0.7037407792755772,0.00003728488723177804,
0.297,0.703844393882436,0.00003743338922815377,
0.298,0.7039476065904815,0.00003758189477888126,
0.299,0.704050420544844,0.00003773040386142449,
0.3,0.7041528388540107,0.00003787891645361389,
0.301,0.7042548645903903,0.00003802743253364067,
0.302,0.7043565007908696,0.00003817595208005131,
0.303,0.7044577504573574,0.00003832447507174208,
0.304,0.7045586165573186,0.000038473001487953704,
0.305,0.7046591020242983,0.00003862153130826609,
0.306,0.7047592097584365,0.00003877006451259328,
0.307,0.7048589426269725,0.0000389186010811783,
0.308,0.7049583034647389,0.000039067140994588296,
0.309,0.7050572950746479,0.00003921568423370958,
0.31,0.705155920228169,0.00003936423077974296,
0.311,0.7052541816657949,0.00003951278061419903,
0.312,0.7053520820975024,0.000039661333718893535,
0.313,0.7054496242032018,0.000039809890075942933,
0.314,0.7055468106331798,0.000039958449667759916,
0.315,0.7056436440085344,0.00004010701247704911,
0.316,0.7057401269216005,0.00004025557848680279,
0.317,0.7058362619363684,0.00004040414768029667,
0.318,0.7059320515888959,0.00004055272004108584,
0.319,0.7060274983877112,0.00004070129555300068,
0.32,0.7061226048142089,0.00004084987420014299,
0.321,0.7062173733230406,0.00004099845596688195,
0.322,0.7063118063424961,0.00004114704083785044,
0.323,0.7064059062748792,0.00004129562879794116,
0.324,0.7064996754968772,0.00004144421983230308,
0.325,0.7065931163599222,0.00004159281392633767,
0.326,0.7066862311905482,0.00004174141106569548,
0.327,0.7067790222907403,0.00004189001123627249,
0.328,0.7068714919382783,0.00004203861442420686,
0.329,0.7069636423870743,0.00004218722061587536,
0.33,0.7070554758675052,0.00004233582979789019,
0.331,0.7071469945867376,0.000042484441957095685,
0.332,0.7072382007290495,0.00004263305708056506,
0.333,0.7073290964561445,0.000042781675155597326,
0.334,0.7074196839074611,0.00004293029616971419,
0.335,0.7075099652004778,0.00004307892011065696,
0.336,0.7075999424310115,0.0000432275469663836,
0.337,0.7076896176735118,0.00004337617672506577,
0.338,0.7077789929813499,0.00004352480937508598,
0.339,0.7078680703871035,0.00004367344490503466,
0.34,0.7079568519028347,0.000043822083303707473,
0.341,0.7080453395203664,0.00004397072456010247,
0.342,0.7081335352115514,0.00004411936866341746,
0.343,0.7082214409285389,0.00004426801560304731,
0.344,0.7083090586040346,0.000044416665368581375,
0.345,0.7083963901515592,0.000044565317949800885,
0.346,0.7084834374657,0.00004471397333667644,
0.347,0.7085702024223595,0.00004486263151936552,
0.348,0.708656686879001,0.00004501129248821004,
0.349,0.708742892674888,0.000045159956233733986,
0.35,0.7088288216313215,0.00004530862274664094,
0.351,0.7089144755518727,0.00004545729201781187,
0.352,0.7089998562226117,0.00004560596403830279,
0.353,0.7090849654123336,0.00004575463879934251,
0.354,0.7091698048727798,0.0000459033162923304,
0.355,0.7092543763388558,0.000046051996508834234,
0.356,0.7093386815288474,0.00004620067944058805,
0.357,0.7094227221446301,0.00004634936507949003,
0.358,0.7095064998718786,0.000046498053417600375,
0.359,0.7095900163802713,0.000046646744447139344,
0.36,0.7096732733236909,0.00004679543816048516,
0.361,0.7097562723404236,0.00004694413455017209,
0.362,0.7098390150533543,0.000047092833608888436,
0.363,0.7099215030701581,0.00004724153532947468,
0.364,0.7100037379834909,0.000047390239704921506,
0.365,0.7100857213711738,0.000047538946728368035,
0.366,0.7101674547963776,0.000047687656393099914,
0.367,0.7102489398078041,0.000047836368692547555,
0.368,0.7103301779398624,0.000047985083620284344,
0.369,0.7104111707128445,0.00004813380117002489,
0.37,0.7104919196330987,0.00004828252133562329,
0.371,0.7105724261931977,0.00004843124411107147,
0.372,0.710652691872107,0.00004857996949049747,
0.373,0.7107327181353498,0.000048728697468163816,
0.374,0.7108125064351684,0.00004887742803846591,
0.375,0.710892058210684,0.00004902616119593041,
0.376,0.710971374888055,0.000049174896935213676,
0.377,0.7110504578806308,0.00004932363525110023,
0.378,0.7111293085891057,0.000049472376138501175,
0.379,0.7112079284016687,0.00004962111959245276,
0.38,0.7112863186941517,0.00004976986560811487,
0.381,0.711364480830176,0.00004991861418076953,
0.382,0.7114424161612954,0.00005006736530581955,
0.383,0.7115201260271392,0.00005021611897878703,
0.384,0.7115976117555507,0.00005036487519531201,
0.385,0.7116748746627253,0.00005051363395115105,
0.386,0.7117519160533468,0.00005066239524217593,
0.387,0.7118287372207199,0.000050811159064372295,
0.388,0.7119053394469033,0.0000509599254138383,
0.389,0.7119817240028383,0.00005110869428678335,
0.39,0.7120578921484778,0.00005125746567952682,
0.391,0.7121338451329117,0.00005140623958849679,
0.392,0.7122095841944923,0.00005155501601022882,
0.393,0.7122851105609552,0.000051703794941364636,
0.394,0.7123604254495421,0.00005185257637865107,
0.395,0.712435530067119,0.00005200136031893874,
0.396,0.7125104256102927,0.00005215014675918095,
0.397,0.7125851132655284,0.00005229893569643253,
0.398,0.7126595942092628,0.00005244772712784862,
0.399,0.7127338696080171,0.00005259652105068367,
0.4,0.7128079406185075,0.000052745317462290184,
0.401,0.7128818083877548,0.00005289411636011779,
0.402,0.712955474053193,0.000053042917741712017,
0.403,0.7130289387427747,0.00005319172160471332,
0.404,0.7131022035750767,0.000053340527946855986,
0.405,0.7131752696594036,0.000053489336765967146,
0.406,0.7132481380958892,0.0000536381480599657,
0.407,0.7133208099755981,0.000053786961826861344,
0.408,0.7133932863806238,0.000053935778064753574,
0.409,0.7134655683841887,0.00005408459677183073,
0.41,0.713537657050738,0.000054233417946368954,
0.411,0.7136095534360374,0.000054382241586731355,
0.412,0.7136812585872659,0.00005453106769136694,
0.413,0.7137527735431087,0.0000546798962588098,
0.414,0.713824099333849,0.00005482872728767813,
0.415,0.7138952369814581,0.000054977560776673374,
0.416,0.7139661874996842,0.000055126396724579254,
0.417,0.7140369518941412,0.00005527523513026101,
0.418,0.7141075311623941,0.000055424075992664394,
0.419,0.7141779262940456,0.00005557291931081498,
0.42,0.7142481382708202,0.00005572176508381717,
0.421,0.7143181680666475,0.00005587061331085347,
0.422,0.7143880166477443,0.00005601946399118356,
0.423,0.714457684972696,0.00005616831712414363,
0.424,0.7145271739925362,0.000056317172709145416,
0.425,0.7145964846508266,0.00005646603074567558,
0.426,0.7146656178837336,0.000056614891233294735,
0.427,0.7147345746201074,0.000056763754171636916,
0.428,0.7148033557815554,0.00005691261956040858,
0.429,0.7148719622825193,0.00005706148739938804,
0.43,0.7149403950303481,0.00005721035768842461,
0.431,0.7150086549253718,0.00005735923042743795,
0.432,0.7150767428609723,0.0000575081056164173,
0.433,0.7151446597236567,0.0000576569832554208,
0.434,0.7152124063931252,0.00005780586334457474,
0.435,0.7152799837423429,0.000057954745884072945,
0.436,0.7153473926376062,0.00005810363087417601,
0.437,0.7154146339386118,0.00005825251831521068,
0.438,0.7154817084985233,0.00005840140820756915,
0.439,0.7155486171640367,0.000058550300551708446,
0.44,0.715615360775446,0.00005869919534814972,
0.441,0.7156819401667075,0.00005884809259747766,
0.442,0.7157483561655027,0.0000589969923003398,
0.443,0.7158146095933021,0.00005914589445744599,
0.444,0.7158807012654258,0.00005929479906956764,
0.445,0.7159466319911064,0.00005944370613753725,
0.446,0.7160124025735475,0.000059592615662247686,
0.447,0.7160780138099847,0.000059741527644651715,
0.448,0.7161434664917439,0.000059890442085761246,
0.449,0.7162087614042999,0.000060039358986646954,
0.45,0.7162738993273341,0.000060188278348437487,
0.451,0.71633888103479,0.00006033720017231912,
0.452,0.716403707294931,0.000060486124459534994,
0.453,0.7164683788703942,0.000060635051211384733,
0.454,0.7165328965182469,0.000060783980429223746,
0.455,0.716597260990039,0.00006093291211446284,
0.456,0.7166614730318577,0.00006108184626856755,
0.457,0.7167255333843789,0.0000612307828930577,
0.458,0.716789442782921,0.00006137972198950682,
0.459,0.7168532019574949,0.00006152866355954173,
0.46,0.7169168116328561,0.00006167760760484193,
0.461,0.7169802725285543,0.00006182655412713914,
0.462,0.717043585358983,0.0000619755031282168,
0.463,0.717106750833429,0.00006212445460990959,
0.464,0.7171697696561208,0.00006227340857410295,
0.465,0.7172326425262763,0.00006242236502273257,
0.466,0.7172953701381507,0.00006257132395778396,
0.467,0.7173579531810826,0.00006272028538129194,
0.468,0.7174203923395414,0.00006286924929534021,
0.469,0.717482688293171,0.00006301821570206091,
0.47,0.7175448417168376,0.0000631671846036341,
0.471,0.7176068532806724,0.00006331615600228737,
0.472,0.7176687236501161,0.00006346512990029543,
0.473,0.7177304534859635,0.00006361410629997958,
0.474,0.7177920434444054,0.00006376308520370738,
0.475,0.7178534941770718,0.00006391206661389213,
0.476,0.7179148063310743,0.00006406105053299255,
0.477,0.7179759805490473,0.0000642100369635123,
0.478,0.7180370174691891,0.00006435902590799957,
0.479,0.7180979177253027,0.00006450801736904667,
0.48,0.7181586819468371,0.0000646570113492897,
0.481,0.7182193107589246,0.00006480600785140808,
0.482,0.7182798047824229,0.00006495500687812417,
0.483,0.7183401646339521,0.00006510400843220289,
0.484,0.7184003909259338,0.00006525301251645136,
0.485,0.718460484266629,0.00006540201913371846,
0.486,0.7185204452601761,0.00006555102828689457,
0.487,0.7185802745066269,0.00006570003997891105,
0.488,0.718639972601985,0.00006584905421274,
0.489,0.7186995401382403,0.00006599807099139381,
0.49,0.7187589777034068,0.00006614709031792488,
0.491,0.7188182858815562,0.00006629611219542522,
0.492,0.7188774652528543,0.00006644513662702609,
0.493,0.7189365163935957,0.00006659416361589768,
0.494,0.7189954398762374,0.00006674319316524875,
0.495,0.7190542362694333,0.00006689222527832633,
0.496,0.7191129061380679,0.00006704125995841535,
0.497,0.7191714500432888,0.00006719029720883827,
0.498,0.7192298685425406,0.0000673393370329549,
0.499,0.7192881621895963,0.00006748837943416185,
0.5,0.7193463315345905,0.00006763742441589243,
0.501,0.7194043771240505,0.00006778647198161623,
0.502,0.7194622995009277,0.00006793552213483875,
0.503,0.7195200992046288,0.00006808457487910127,
0.504,0.7195777767710476,0.0000682336302179803,
0.505,0.7196353327325931,0.0000683826881550875,
0.506,0.7196927676182222,0.00006853174869406929,
0.507,0.7197500819534679,0.00006868081183860649,
0.508,0.7198072762604685,0.00006882987759241415,
0.509,0.7198643510579986,0.00006897894595924116,
0.51,0.7199213068614957,0.00006912801694287005,
0.511,0.7199781441830901,0.00006927709054711659,
0.512,0.720034863531633,0.00006942616677582963,
0.513,0.7200914654127237,0.00006957524563289076,
0.514,0.7201479503287381,0.00006972432712221405,
0.515,0.7202043187788553,0.00006987341124774576,
0.516,0.7202605712590853,0.0000700224980134641,
0.517,0.720316708262295,0.00007017158742337894,
0.518,0.7203727302782356,0.00007032067948153155,
0.519,0.7204286377935679,0.00007046977419199437,
0.52,0.7204844312918887,0.0000706188715588707,
0.521,0.7205401112537565,0.00007076797158629449,
0.522,0.7205956781567168,0.00007091707427843006,
0.523,0.7206511324753265,0.00007106617963947186,
0.524,0.7207064746811807,0.00007121528767364427,
0.525,0.7207617052429346,0.00007136439838520121,
0.526,0.7208168246263303,0.0000715135117784261,
0.527,0.7208718332942196,0.00007166262785763147,
0.528,0.7209267317065877,0.00007181174662715877,
0.529,0.7209815203205775,0.00007196086809137815,
0.53,0.721036199590513,0.0000721099922546882,
0.531,0.7210907699679218,0.00007225911912151575,
0.532,0.7211452319015577,0.00007240824869631562,
0.533,0.721199585837425,0.00007255738098357038,
0.534,0.7212538322187992,0.0000727065159877902,
0.535,0.7213079714862497,0.00007285565371351257,
0.536,0.7213620040776623,0.00007300479416530204,
0.537,0.7214159304282604,0.00007315393734775009,
0.538,0.7214697509706264,0.00007330308326547489,
0.539,0.7215234661347233,0.00007345223192312109,
0.54,0.7215770763479165,0.00007360138332535957,
0.541,0.721630582034993,0.00007375053747688729,
0.542,0.7216839836181834,0.00007389969438242704,
0.543,0.721737281517182,0.00007404885404672723,
0.544,0.7217904761491671,0.0000741980164745618,
0.545,0.7218435679288207,0.00007434718167072985,
0.546,0.7218965572683489,0.00007449634964005556,
0.547,0.7219494445775014,0.00007464552038738801,
0.548,0.7220022302635908,0.0000747946939176008,
0.549,0.7220549147315114,0.0000749438702355922,
0.55,0.72210749838376,0.0000750930493462846,
0.551,0.7221599816204527,0.00007524223125462451,
0.552,0.7222123648393447,0.00007539141596558242,
0.553,0.7222646484358491,0.00007554060348415249,
0.554,0.7223168328030547,0.0000756897938153524,
0.555,0.7223689183317441,0.00007583898696422324,
0.556,0.7224209054104118,0.00007598818293582926,
0.557,0.7224727944252823,0.0000761373817352577,
0.558,0.7225245857603279,0.00007628658336761866,
0.559,0.7225762797972851,0.00007643578783804489,
0.56,0.7226278769156732,0.00007658499515169161,
0.561,0.7226793774928105,0.0000767342053137364,
0.562,0.7227307819038322,0.00007688341832937892,
0.563,0.7227820905217057,0.00007703263420384086,
0.564,0.7228333037172492,0.00007718185294236574,
0.565,0.7228844218591465,0.0000773310745502187,
0.566,0.7229354453139643,0.00007748029903268639,
0.567,0.7229863744461679,0.00007762952639507676,
0.568,0.7230372096181378,0.00007777875664271902,
0.569,0.7230879511901847,0.00007792798978096327,
0.57,0.7231385995205657,0.00007807722581518058,
0.571,0.7231891549655003,0.00007822646475076267,
0.572,0.7232396178791852,0.00007837570659312184,
0.573,0.7232899886138093,0.00007852495134769077,
0.574,0.72334026751957,0.00007867419901992244,
0.575,0.7233904549446872,0.00007882344961528985,
0.576,0.7234405512354178,0.00007897270313928603,
0.577,0.7234905567360722,0.00007912195959742382,
0.578,0.7235404717890268,0.00007927121899523569,
0.579,0.7235902967347397,0.00007942048133827366,
0.58,0.7236400319117645,0.00007956974663210915,
0.581,0.7236896776567647,0.00007971901488233277,
0.582,0.7237392343045278,0.00007986828609455431,
0.583,0.7237887021879789,0.00008001756027440246,
0.584,0.7238380816381943,0.00008016683742752479,
0.585,0.7238873729844161,0.00008031611755958755,
0.586,0.7239365765540651,0.00008046540067627553,
0.587,0.7239856926727534,0.00008061468678329198,
0.588,0.7240347216642995,0.00008076397588635846,
0.589,0.7240836638507397,0.00008091326799121466,
0.59,0.7241325195523427,0.00008106256310361833,
0.591,0.7241812890876208,0.00008121186122934518,
0.592,0.7242299727733442,0.00008136116237418862,
0.593,0.724278570924553,0.00008151046654395978,
0.594,0.7243270838545695,0.00008165977374448732,
0.595,0.7243755118750115,0.00008180908398161728,
0.596,0.7244238552958042,0.00008195839726121306,
0.597,0.7244721144251918,0.00008210771358915518,
0.598,0.7245202895697507,0.00008225703297134122,
0.599,0.724568381034401,0.00008240635541368572,
0.6,0.7246163891224185,0.00008255568092211997,
0.601,0.7246643141354459,0.00008270500950259207,
0.602,0.7247121563735055,0.00008285434116106663,
0.603,0.7247599161350103,0.0000830036759035247,
0.604,0.7248075937167755,0.00008315301373596379,
0.605,0.7248551894140294,0.00008330235466439758,
0.606,0.7249027035204257,0.00008345169869485588,
0.607,0.724950136328054,0.00008360104583338459,
0.608,0.724997488127451,0.00008375039608604543,
0.609,0.7250447592076112,0.00008389974945891605,
0.61,0.7250919498559986,0.00008404910595808967,
0.611,0.7251390603585566,0.00008419846558967518,
0.612,0.7251860909997193,0.00008434782835979696,
0.613,0.7252330420624215,0.00008449719427459473,
0.614,0.7252799138281102,0.00008464656334022353,
0.615,0.7253267065767538,0.00008479593556285356,
0.616,0.7253734205868536,0.00008494531094867011,
0.617,0.7254200561354528,0.00008509468950387343,
0.618,0.7254666134981479,0.00008524407123467862,
0.619,0.725513092949098,0.00008539345614731563,
0.62,0.7255594947610348,0.00008554284424802902,
0.621,0.7256058192052728,0.00008569223554307797,
0.622,0.7256520665517184,0.00008584163003873614,
0.623,0.7256982370688814,0.00008599102774129156,
0.624,0.7257443310238821,0.00008614042865704657,
0.625,0.7257903486824628,0.00008628983279231769,
0.626,0.7258362903089964,0.00008643924015343561,
0.627,0.725882156166496,0.00008658865074674493,
0.628,0.7259279465166242,0.0000867380645786043,
0.629,0.7259736616197023,0.00008688748165538609,
0.63,0.7260193017347197,0.00008703690198347649,
0.631,0.7260648671193424,0.0000871863255692753,
0.632,0.7261103580299224,0.00008733575241919594,
